mode,device_id,gpu_name,compute_capability,precision,input_type,accumulator_type,output_type,m,n,k,median_ms,p90_ms,throughput,unit,best,validation,status,algorithm,workspace_bytes,message
isolated,0,NVIDIA RTX 6000D,12.0,int4,,,,0,0,0,0.000000,0.000000,0.000000,,False,NOT_RUN,UNSUPPORTED,,0,"cuBLASLt does not provide a dense INT4 GEMM kernel; INT4 Tensor Core is used via inference frameworks (CUTLASS/quantized paths), not standard dense GEMM APIs"
isolated,0,NVIDIA RTX 6000D,12.0,int8,INT8,INT32,INT32,4096,4096,4096,0.351456,1.092640,391.055947,TOPS,True,PASS,OK,cuBLASLt algo 21 layout=TN per-tensor scale,0,"actual=4096, expected=4096, tolerance=1e-06"
isolated,0,NVIDIA RTX 6000D,12.0,int8,INT8,INT32,INT32,8192,8192,8192,3.875168,4.058912,283.732629,TOPS,False,PASS,OK,cuBLASLt algo 21 layout=TN per-tensor scale,0,"actual=8192, expected=8192, tolerance=1e-06"
isolated,0,NVIDIA RTX 6000D,12.0,int8,INT8,INT32,INT32,16384,16384,16384,30.662209,30.713184,286.870824,TOPS,False,PASS,OK,cuBLASLt algo 21 layout=TN per-tensor scale,0,"actual=16384, expected=16384, tolerance=1e-06"
isolated,0,NVIDIA RTX 6000D,12.0,fp8_e4m3,FP8_E4M3,FP32,FP16,4096,4096,4096,0.477408,0.699264,287.885741,TFLOPS,True,PASS,OK,cuBLASLt algo 35 layout=TN per-tensor scale,0,"actual=1024, expected=1024, tolerance=30.72"
isolated,0,NVIDIA RTX 6000D,12.0,fp8_e4m3,FP8_E4M3,FP32,FP16,8192,8192,8192,3.909088,4.068832,281.270633,TFLOPS,False,PASS,OK,cuBLASLt algo 35 layout=TN per-tensor scale,0,"actual=2048, expected=2048, tolerance=61.44"
isolated,0,NVIDIA RTX 6000D,12.0,fp8_e4m3,FP8_E4M3,FP32,FP16,16384,16384,16384,30.617056,31.128321,287.293888,TFLOPS,False,PASS,OK,cuBLASLt algo 35 layout=TN per-tensor scale,0,"actual=4096, expected=4096, tolerance=122.88"
isolated,0,NVIDIA RTX 6000D,12.0,nvfp4,FP4_E2M1,FP32,BF16,4096,4096,4096,0.145280,0.903040,946.028016,TFLOPS,True,PASS,OK,cuBLASLt NVFP4 block-scaled (VEC16_UE4M3) layout=TN,0,"actual=1024, expected=1024, tolerance=30.72"
isolated,0,NVIDIA RTX 6000D,12.0,nvfp4,FP4_E2M1,FP32,BF16,8192,8192,8192,1.758720,2.580192,625.177176,TFLOPS,False,PASS,OK,cuBLASLt NVFP4 block-scaled (VEC16_UE4M3) layout=TN,0,"actual=2048, expected=2048, tolerance=61.44"
isolated,0,NVIDIA RTX 6000D,12.0,nvfp4,FP4_E2M1,FP32,BF16,16384,16384,16384,15.486656,15.597344,567.978840,TFLOPS,False,PASS,OK,cuBLASLt NVFP4 block-scaled (VEC16_UE4M3) layout=TN,0,"actual=4096, expected=4096, tolerance=122.88"
isolated,0,NVIDIA RTX 6000D,12.0,fp16,FP16,FP32,FP16,4096,4096,4096,1.163200,1.335008,118.155907,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=30.72"
isolated,0,NVIDIA RTX 6000D,12.0,fp16,FP16,FP32,FP16,8192,8192,8192,7.328448,9.418208,150.033357,TFLOPS,True,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=61.44"
isolated,0,NVIDIA RTX 6000D,12.0,fp16,FP16,FP32,FP16,16384,16384,16384,61.135681,61.341022,143.878221,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,65536,"actual=4096, expected=4096, tolerance=122.88"
