mode,device_id,gpu_name,compute_capability,precision,input_type,accumulator_type,output_type,m,n,k,median_ms,p90_ms,throughput,unit,best,validation,status,algorithm,workspace_bytes,message
isolated,0,NVIDIA H200 NVL,9.0,int4,,,,0,0,0,0.000000,0.000000,0.000000,,False,NOT_RUN,UNSUPPORTED,,0,"cuBLASLt does not provide a dense INT4 GEMM kernel; INT4 Tensor Core is used via inference frameworks (CUTLASS/quantized paths), not standard dense GEMM APIs"
isolated,0,NVIDIA H200 NVL,9.0,int8,INT8,INT32,INT32,4096,4096,4096,0.102592,0.103072,1339.665422,TOPS,False,PASS,OK,cuBLASLt algo 39 layout=TN per-tensor scale,131,"actual=4096, expected=4096, tolerance=1e-06"
isolated,0,NVIDIA H200 NVL,9.0,int8,INT8,INT32,INT32,8192,8192,8192,0.716160,0.734432,1535.287685,TOPS,False,PASS,OK,cuBLASLt algo 39 layout=TN per-tensor scale,131,"actual=8192, expected=8192, tolerance=1e-06"
isolated,0,NVIDIA H200 NVL,9.0,int8,INT8,INT32,INT32,16384,16384,16384,5.398016,5.401632,1629.504815,TOPS,True,PASS,OK,cuBLASLt algo 39 layout=TN per-tensor scale,131,"actual=16384, expected=16384, tolerance=1e-06"
isolated,0,NVIDIA H200 NVL,9.0,fp8_e4m3,FP8_E4M3,FP32,FP16,4096,4096,4096,0.107328,0.108160,1280.550802,TFLOPS,False,PASS,OK,cuBLASLt algo 66 layout=TN per-tensor scale,4,"actual=1024, expected=1024, tolerance=30.72"
isolated,0,NVIDIA H200 NVL,9.0,fp8_e4m3,FP8_E4M3,FP32,FP16,8192,8192,8192,0.697728,0.700096,1575.845691,TFLOPS,False,PASS,OK,cuBLASLt algo 66 layout=TN per-tensor scale,4,"actual=2048, expected=2048, tolerance=61.44"
isolated,0,NVIDIA H200 NVL,9.0,fp8_e4m3,FP8_E4M3,FP32,FP16,16384,16384,16384,5.301696,5.355776,1659.109333,TFLOPS,True,PASS,OK,cuBLASLt algo 66 layout=TN per-tensor scale,4,"actual=4096, expected=4096, tolerance=122.88"
isolated,0,NVIDIA H200 NVL,9.0,fp8_e5m2,FP8_E5M2,FP32,FP16,4096,4096,4096,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,No cuBLASLt algorithm for fp8_e5m2 (CUBLAS_STATUS_NOT_SUPPORTED); cuBLASLt did not provide a kernel for this precision/layout on this GPU architecture
isolated,0,NVIDIA H200 NVL,9.0,fp8_e5m2,FP8_E5M2,FP32,FP16,8192,8192,8192,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,No cuBLASLt algorithm for fp8_e5m2 (CUBLAS_STATUS_NOT_SUPPORTED); cuBLASLt did not provide a kernel for this precision/layout on this GPU architecture
isolated,0,NVIDIA H200 NVL,9.0,fp8_e5m2,FP8_E5M2,FP32,FP16,16384,16384,16384,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,No cuBLASLt algorithm for fp8_e5m2 (CUBLAS_STATUS_NOT_SUPPORTED); cuBLASLt did not provide a kernel for this precision/layout on this GPU architecture
